41838384 frame.time_delta,frame.len,ip.proto,ip.len,ip.ttl,tcp.len,tcp.window_size,tcp.srcport,tcp.dstport,udp.srcport,udp.dstport
04092399 0.001157867,150,6,136,64,96,6779,22,52514,,
04093525 0.000039373,134,6,120,64,80,6779,22,52514,,
04094582 0.000003737,150,6,136,64,96,6779,22,52514,,
04095897 0.000193348,60,6,40,125,0,8212,52514,22,,
04097184 0.000863820,182,6,168,64,128,6779,22,52514,,
04098245 0.000052651,166,6,152,64,112,6779,22,52514,,
04099281 0.000042515,102,6,88,64,48,6779,22,52514,,
04100530 0.000125241,60,6,40,125,0,8212,52514,22,,
04101716 0.000052670,60,6,40,125,0,8211,52514,22,,
04102754 0.026532293,83,,,,,,,,,
04104015 0.054209469,102,6,88,64,48,2618,22,52679,,
04105212 0.053396645,60,6,40,125,0,8208,52679,22,,
04106359 0.387922546,60,,,,,,,,,
04107445 0.000018609,42,,,,,,,,,
04108906 0.071424557,118,6,104,64,64,2618,22,52679,,
04110144 0.041256906,60,6,40,125,0,8208,52679,22,,
04111257 0.367074866,198,6,184,64,144,6779,22,52514,,
04112400 0.000713385,246,6,232,64,192,6779,22,52514,,
04113502 0.000254885,60,6,40,125,0,8210,52514,22,,
04114547 0.000499272,150,6,136,64,96,6779,22,52514,,
04115629 0.000027821,118,6,104,64,64,6779,22,52514,,
04116879 0.000053351,102,6,88,64,48,6779,22,52514,,
04118094 0.000091146,102,6,88,64,48,6779,22,52514,,
04119254 0.000090516,60,6,40,125,0,8209,52514,22,,
04120293 0.000094629,60,6,40,125,0,8209,52514,22,,
04121533 0.001229583,214,6,200,64,160,6779,22,52514,,
04122723 0.000053697,150,6,136,64,96,6779,22,52514,,
04123890 0.000251930,60,6,40,125,0,8208,52514,22,,
04124985 0.000806729,150,6,136,125,96,8208,52514,22,,
04126134 0.000016231,182,6,168,64,128,6779,22,52514,,
08108170 0.000045825,102,6,88,64,48,6779,22,52514,,
08109507 0.000009911,150,6,136,64,96,6779,22,52514,,
08110874 0.000038588,150,6,136,125,96,8208,52514,22,,
08112035 0.000098780,102,6,88,64,48,6779,22,52514,,
08113177 0.000076846,60,6,40,125,0,8207,52514,22,,
08114659 0.000109652,60,6,40,125,0,8206,52514,22,,
08115752 0.010192075,83,,,,,,,,,
08116862 0.091822584,102,6,88,64,48,2618,22,52679,,
08118194 0.053653212,60,6,40,125,0,8208,52679,22,,
08119539 0.455373965,102,6,88,64,48,2618,22,52679,,
08120638 0.041345365,60,6,40,125,0,8208,52679,22,,
08121708 0.349134941,198,6,184,64,144,6779,22,52514,,
08123052 0.000134262,83,,,,,,,,,
08124213 0.000548660,246,6,232,64,192,6779,22,52514,,
08125279 0.000209826,60,6,40,125,0,8212,52514,22,,
08126395 0.000510339,150,6,136,64,96,6779,22,52514,,
08127899 0.000024268,166,6,152,64,112,6779,22,52514,,
08129067 0.000114238,102,6,88,64,48,6779,22,52514,,
08130145 0.000080146,60,6,40,125,0,8211,52514,22,,
08131361 0.001189122,230,6,216,64,176,6779,22,52514,,
08132772 0.000040772,150,6,136,64,96,6779,22,52514,,
08133895 0.000182191,60,6,40,125,0,8210,52514,22,,
08134888 0.000564265,182,6,168,64,128,6779,22,52514,,
08136300 0.000042103,102,6,88,64,48,6779,22,52514,,
08137576 0.000146640,102,6,88,64,48,6779,22,52514,,
08138575 0.000097451,60,6,40,125,0,8209,52514,22,,
08139569 0.000079396,60,6,40,125,0,8209,52514,22,,
08141007 0.117136013,102,6,88,64,48,2618,22,52679,,
08142152 0.054819563,60,6,40,125,0,8207,52679,22,,
08143133 0.149824947,60,,,,,,,,,
08144198 0.307611746,102,6,88,64,48,2618,22,52679,,
08145648 0.052239706,60,6,40,125,0,8207,52679,22,,
08146715 0.302696916,83,,,,,,,,,
08147737 0.017326967,198,6,184,64,144,6779,22,52514,,
08148962 0.000625725,230,6,216,64,176,6779,22,52514,,
08150255 0.000215621,60,6,40,125,0,8208,52514,22,,
08151350 0.000508673,150,6,136,64,96,6779,22,52514,,
08152355 0.000028705,166,6,152,64,112,6779,22,52514,,
08153503 0.000163744,102,6,88,64,48,6779,22,52514,,
08154743 0.000083435,60,6,40,125,0,8207,52514,22,,
08155753 0.001073690,150,6,136,64,96,6779,22,52514,,
08156758 0.000036688,134,6,120,64,80,6779,22,52514,,
08157860 0.000114238,150,6,136,64,96,6779,22,52514,,
08159094 0.000108483,60,6,40,125,0,8212,52514,22,,
08160171 0.000095302,60,6,40,125,0,8212,52514,22,,
08161141 0.000668262,182,6,168,64,128,6779,22,52514,,
08162220 0.000057881,150,6,136,64,96,6779,22,52514,,
08163497 0.000040221,150,6,136,64,96,6779,22,52514,,
08164471 0.000047115,150,6,136,125,96,8212,52514,22,,
08165476 0.000084118,102,6,88,64,48,6779,22,52514,,
08166602 0.000015731,150,6,136,125,96,8212,52514,22,,
08167908 0.000027024,102,6,88,64,48,6779,22,52514,,
08168929 0.000035854,60,6,40,125,0,8211,52514,22,,
08169901 0.000104155,60,6,40,125,0,8210,52514,22,,
08170956 0.052163157,60,6,40,125,0,8210,52514,22,,
08172223 0.082856957,102,6,88,64,48,2618,22,52679,,
08173260 0.053788211,60,6,40,125,0,8207,52679,22,,
08174238 0.459075592,102,6,88,64,48,2618,22,52679,,
08175338 0.052953952,60,6,40,125,0,8207,52679,22,,
08176580 0.267651402,83,,,,,,,,,
08177652 0.032954859,198,6,184,64,144,6779,22,52514,,
08178644 0.000824841,230,6,216,64,176,6779,22,52514,,
08179634 0.000274783,60,6,40,125,0,8209,52514,22,,
08181067 0.000460765,150,6,136,64,96,6779,22,52514,,
08182109 0.000034010,118,6,104,64,64,6779,22,52514,,
08183135 0.000049773,102,6,88,64,48,6779,22,52514,,
08184338 0.000072179,102,6,88,64,48,6779,22,52514,,
08185663 0.000093622,60,6,40,125,0,8208,52514,22,,
08186738 0.000079465,60,6,40,125,0,8208,52514,22,,
08187832 0.001026681,230,6,216,64,176,6779,22,52514,,
08189153 0.000039972,150,6,136,64,96,6779,22,52514,,
08190350 0.000262459,60,6,40,125,0,8207,52514,22,,
08191400 0.000514513,182,6,168,64,128,6779,22,52514,,
08192391 0.000152885,150,6,136,64,96,6779,22,52514,,
08193675 0.000199407,60,6,40,125,0,8212,52514,22,,
08194814 0.153570117,102,6,88,64,48,2618,22,52679,,
08195999 0.039910069,60,6,40,125,0,8207,52679,22,,
08197011 0.472347031,118,6,104,64,64,2618,22,52679,,
08198271 0.054218590,60,6,40,125,0,8206,52679,22,,
08199368 0.234362094,83,,,,,,,,,
08200382 0.047218753,198,6,184,64,144,6779,22,52514,,
08201393 0.000632867,166,6,152,64,112,6779,22,52514,,
08202591 0.000034459,118,6,104,64,64,6779,22,52514,,
08203643 0.000269969,60,6,40,125,0,8211,52514,22,,
08204752 0.000372951,150,6,136,64,96,6779,22,52514,,
08205760 0.000028112,118,6,104,64,64,6779,22,52514,,
08207018 0.000053717,102,6,88,64,48,6779,22,52514,,
08208178 0.000087817,102,6,88,64,48,6779,22,52514,,
08209301 0.000112380,60,6,40,125,0,8210,52514,22,,
08210294 0.001134201,150,6,136,64,96,6779,22,52514,,
08211575 0.000038186,134,6,120,64,80,6779,22,52514,,
08212706 0.000113496,150,6,136,64,96,6779,22,52514,,
08213753 0.000102916,60,6,40,125,0,8209,52514,22,,
08214737 0.000109119,60,6,40,125,0,8209,52514,22,,
08216137 0.000768294,182,6,168,64,128,6779,22,52514,,
08217230 0.000141112,102,6,88,64,48,6779,22,52514,,
08218292 0.000024721,102,6,88,64,48,6779,22,52514,,
12204536 0.000111425,150,6,136,125,96,8208,52514,22,,
12205677 0.000066763,102,6,88,64,48,6779,22,52514,,
12206815 0.000082229,150,6,136,125,96,8208,52514,22,,
12208197 0.000000026,60,6,40,125,0,8208,52514,22,,
12209350 0.000031894,102,6,88,64,48,6779,22,52514,,
12210466 0.000217059,60,6,40,125,0,8207,52514,22,,
12211672 0.171637497,102,6,88,64,48,2618,22,52679,,
12212989 0.055750818,60,6,40,125,0,8212,52679,22,,
12214047 0.456666647,102,6,88,64,48,2618,22,52679,,
12215129 0.041513819,60,6,40,125,0,8212,52679,22,,
12216294 0.210927705,83,,,,,,,,,
12217568 0.064410023,198,6,184,64,144,6779,22,52514,,
12218663 0.000811798,246,6,232,64,192,6779,22,52514,,
12219693 0.000269171,60,6,40,125,0,8212,52514,22,,
12221009 0.000575019,150,6,136,64,96,6779,22,52514,,
12222231 0.000030006,166,6,152,64,112,6779,22,52514,,
12223279 0.000128280,102,6,88,64,48,6779,22,52514,,
12224351 0.000077802,60,6,40,125,0,8211,52514,22,,
12225649 0.001186840,150,6,136,64,96,6779,22,52514,,
12226808 0.000034013,134,6,120,64,80,6779,22,52514,,
12227969 0.000039129,150,6,136,64,96,6779,22,52514,,
12229120 0.000174526,60,6,40,125,0,8210,52514,22,,
12230382 0.000000027,60,6,40,125,0,8210,52514,22,,
12231408 0.000545141,182,6,168,64,128,6779,22,52514,,
12232325 0.000047069,102,6,88,64,48,6779,22,52514,,
12233381 0.000036324,102,6,88,64,48,6779,22,52514,,
12234596 0.000055181,102,6,88,64,48,6779,22,52514,,
12235610 0.000119639,60,6,40,125,0,8209,52514,22,,
12236730 0.000054223,60,6,40,125,0,8209,52514,22,,
12237885 0.193924761,102,6,88,64,48,2618,22,52679,,
12239129 0.052162136,60,6,40,125,0,8212,52679,22,,
12240191 0.456828533,102,6,88,64,48,2618,22,52679,,
12241261 0.041367658,60,6,40,125,0,8211,52679,22,,
12242358 0.176946747,83,,,,,,,,,
12243598 0.080435323,198,6,184,64,144,6779,22,52514,,
12244746 0.000649451,230,6,216,64,176,6779,22,52514,,
12245747 0.000213041,60,6,40,125,0,8208,52514,22,,
12246845 0.000491704,150,6,136,64,96,6779,22,52514,,
12248238 0.000034376,118,6,104,64,64,6779,22,52514,,
12249345 0.000051126,102,6,88,64,48,6779,22,52514,,
12250364 0.000055179,102,6,88,64,48,6779,22,52514,,
12251580 0.000109033,60,6,40,125,0,8207,52514,22,,
12252855 0.000054745,60,6,40,125,0,8207,52514,22,,
12253903 0.001175002,150,6,136,64,96,6779,22,52514,,
12254924 0.000043432,134,6,120,64,80,6779,22,52514,,
12256296 0.000013237,150,6,136,64,96,6779,22,52514,,
12257434 0.000198137,60,6,40,125,0,8212,52514,22,,
12258453 0.000725135,182,6,168,64,128,6779,22,52514,,
12259475 0.000161786,150,6,136,64,96,6779,22,52514,,
12260654 0.000079772,150,6,136,125,96,8212,52514,22,,
12261757 0.000062854,150,6,136,125,96,8212,52514,22,,
12262733 0.000034094,54,6,40,64,0,6779,22,52514,,
12263724 0.000006241,102,6,88,64,48,6779,22,52514,,
12264969 0.000023473,102,6,88,64,48,6779,22,52514,,
12266075 0.000243779,60,6,40,125,0,8211,52514,22,,
12267104 0.208434792,102,6,88,64,48,2618,22,52679,,
12268110 0.056221683,60,6,40,125,0,8211,52679,22,,
12269289 0.456102470,102,6,88,64,48,2618,22,52679,,
12270415 0.040526482,60,6,40,125,0,8211,52679,22,,
12271425 0.145374243,83,,,,,,,,,
12272409 0.094533418,198,6,184,64,144,6779,22,52514,,
12273660 0.000811181,230,6,216,64,176,6779,22,52514,,
12274791 0.000228525,60,6,40,125,0,8210,52514,22,,
12275777 0.000595209,150,6,136,64,96,6779,22,52514,,
12276748 0.000022769,166,6,152,64,112,6779,22,52514,,
12277870 0.000124421,102,6,88,64,48,6779,22,52514,,
12278970 0.000086730,60,6,40,125,0,8209,52514,22,,
12279981 0.001156224,134,6,120,64,80,6779,22,52514,,
12280921 0.000033896,134,6,120,64,80,6779,22,52514,,
12282003 0.000112774,150,6,136,64,96,6779,22,52514,,
12283296 0.000086928,60,6,40,125,0,8208,52514,22,,
12284312 0.000099211,60,6,40,125,0,8208,52514,22,,
12285376 0.000528727,182,6,168,64,128,6779,22,52514,,
12286565 0.000049388,118,6,104,64,64,6779,22,52514,,
12287714 0.000015421,150,6,136,64,96,6779,22,52514,,
12288854 0.000018123,102,6,88,64,48,6779,22,52514,,
12289892 0.000185709,60,6,40,125,0,8212,52514,22,,
12291077 0.226922744,102,6,88,64,48,2618,22,52679,,
12292323 0.041950697,60,6,40,125,0,8211,52679,22,,
12293319 0.470761336,118,6,104,64,64,2618,22,52679,,
12294260 0.055170450,60,6,40,125,0,8211,52679,22,,
12295462 0.094816577,83,,,,,,,,,
12296670 0.112010547,198,6,184,64,144,6779,22,52514,,
12297687 0.000601131,166,6,152,64,112,6779,22,52514,,
12298623 0.000034270,118,6,104,64,64,6779,22,52514,,
12299756 0.000193886,60,6,40,125,0,8211,52514,22,,
12301002 0.000510691,150,6,136,64,96,6779,22,52514,,
12302021 0.000027846,166,6,152,64,112,6779,22,52514,,
12302954 0.000152925,102,6,88,64,48,6779,22,52514,,
12304286 0.000081521,60,6,40,125,0,8210,52514,22,,
12305401 0.000098808,60,6,40,125,0,8210,52514,22,,
12306418 0.000829802,150,6,136,64,96,6779,22,52514,,
12307411 0.000031969,134,6,120,64,80,6779,22,52514,,
12308576 0.000140987,150,6,136,64,96,6779,22,52514,,
12309695 0.000118072,60,6,40,125,0,8209,52514,22,,
12310692 0.000617249,182,6,168,64,128,6779,22,52514,,
12311634 0.000148879,150,6,136,64,96,6779,22,52514,,
15820659 0.000082743,60,6,40,125,0,8208,52514,22,,
15821753 0.000128069,150,6,136,125,96,8208,52514,22,,
15823189 0.000093853,102,6,88,64,48,6779,22,52514,,
15824385 0.000256985,150,6,136,125,96,8208,52514,22,,
15825424 0.000043952,102,6,88,64,48,6779,22,52514,,
15826542 0.000238322,60,6,40,125,0,8207,52514,22,,
15827916 0.244843288,102,6,88,64,48,2618,22,52679,,
15829000 0.041940699,60,6,40,125,0,8210,52679,22,,
15830034 0.470893832,102,6,88,64,48,2618,22,52679,,
15831241 0.055007680,60,6,40,125,0,8210,52679,22,,
15832438 0.060601231,83,,,,,,,,,
15833462 0.127683769,198,6,184,64,144,6779,22,52514,,
15834462 0.000689363,230,6,216,64,176,6779,22,52514,,
15835869 0.000212324,60,6,40,125,0,8212,52514,22,,
15837092 0.000483197,150,6,136,64,96,6779,22,52514,,
15838165 0.000037137,118,6,104,64,64,6779,22,52514,,
15839151 0.000050217,102,6,88,64,48,6779,22,52514,,
15840611 0.000099230,102,6,88,64,48,6779,22,52514,,
15841672 0.000077424,60,6,40,125,0,8211,52514,22,,
15842710 0.000104454,60,6,40,125,0,8211,52514,22,,
15843808 0.001140725,230,6,216,64,176,6779,22,52514,,
15845254 0.000056037,150,6,136,64,96,6779,22,52514,,
15846319 0.000209704,60,6,40,125,0,8210,52514,22,,
15847315 0.000699593,182,6,168,64,128,6779,22,52514,,
15848573 0.000060920,150,6,136,64,96,6779,22,52514,,
15849796 0.000187217,60,6,40,125,0,8209,52514,22,,
15850767 0.264245368,102,6,88,64,48,2618,22,52679,,
15851833 0.053106398,60,6,40,125,0,8210,52679,22,,
15853316 0.490366832,102,6,88,64,48,2618,22,52679,,
15854373 0.050943076,60,6,40,125,0,8210,52679,22,,
15855350 0.001074823,83,,,,,,,,,
15856311 0.055645070,60,,,,,,,,,
15857765 0.086038654,182,6,168,64,128,6779,22,52514,,
15858831 0.000690911,246,6,232,64,192,6779,22,52514,,
15859793 0.000250581,60,6,40,125,0,8208,52514,22,,
15860816 0.000539379,150,6,136,64,96,6779,22,52514,,
15862075 0.000031185,166,6,152,64,112,6779,22,52514,,
15863105 0.000057745,102,6,88,64,48,6779,22,52514,,
15864083 0.000136833,60,6,40,125,0,8207,52514,22,,
15865115 0.001418431,230,6,216,64,176,6779,22,52514,,
15866389 0.000037097,150,6,136,64,96,6779,22,52514,,
15867433 0.000218002,60,6,40,125,0,8212,52514,22,,
15868322 0.000461484,182,6,168,64,128,6779,22,52514,,
15869337 0.000062127,150,6,136,64,96,6779,22,52514,,
15870559 0.000153710,60,6,40,125,0,8212,52514,22,,
15871571 0.000061183,150,6,136,125,96,8212,52514,22,,
15872662 0.000055933,102,6,88,64,48,6779,22,52514,,
15873752 0.000147061,150,6,136,125,96,8211,52514,22,,
15875014 0.000041363,102,6,88,64,48,6779,22,52514,,
15876157 0.000233754,60,6,40,125,0,8211,52514,22,,
15877193 0.314381682,118,6,104,64,64,2618,22,52679,,
15878354 0.049747590,60,6,40,125,0,8210,52679,22,,
15879602 0.461663761,102,6,88,64,48,2618,22,52679,,
15880716 0.016314814,83,,,,,,,,,
15881725 0.035502164,60,6,40,125,0,8209,52679,22,,
15882926 0.123423402,198,6,184,64,144,6779,22,52514,,
15884195 0.000734141,246,6,232,64,192,6779,22,52514,,
15885278 0.000228011,60,6,40,125,0,8209,52514,22,,
15886259 0.000500469,150,6,136,64,96,6779,22,52514,,
15887492 0.000028802,166,6,152,64,112,6779,22,52514,,
15888685 0.000083822,102,6,88,64,48,6779,22,52514,,
15889697 0.000219818,60,6,40,125,0,8208,52514,22,,
15890688 0.000922461,150,6,136,64,96,6779,22,52514,,
15891981 0.000027598,134,6,120,64,80,6779,22,52514,,
15893150 0.000125140,150,6,136,64,96,6779,22,52514,,
15894189 0.000076606,60,6,40,125,0,8208,52514,22,,
15895225 0.000107794,60,6,40,125,0,8207,52514,22,,
15896504 0.000535445,182,6,168,64,128,6779,22,52514,,
15897579 0.000053127,102,6,88,64,48,6779,22,52514,,
15898535 0.000020835,166,6,152,64,112,6779,22,52514,,
15899508 0.000141114,60,6,40,125,0,8207,52514,22,,
15900848 0.053182551,60,6,40,125,0,8212,52514,22,,
15901899 0.280369864,102,6,88,64,48,2618,22,52679,,
15902869 0.049576781,60,6,40,125,0,8209,52679,22,,
15903915 0.443762721,83,,,,,,,,,
15905175 0.018087113,102,6,88,64,48,2618,22,52679,,
15906260 0.051238706,60,6,40,125,0,8209,52679,22,,
15907265 0.105289490,198,6,184,64,144,6779,22,52514,,
15908256 0.000640499,230,6,216,64,176,6779,22,52514,,
15909523 0.000265763,60,6,40,125,0,8211,52514,22,,
15910597 0.000526490,150,6,136,64,96,6779,22,52514,,
15911566 0.000032224,118,6,104,64,64,6779,22,52514,,
15912681 0.000057804,102,6,88,64,48,6779,22,52514,,
15913930 0.000083905,102,6,88,64,48,6779,22,52514,,
15915057 0.000029128,60,6,40,125,0,8210,52514,22,,
15916253 0.000144578,60,6,40,125,0,8210,52514,22,,
15917402 0.001307295,150,6,136,64,96,6779,22,52514,,
15918700 0.000040071,134,6,120,64,80,6779,22,52514,,
15919730 0.000012735,150,6,136,64,96,6779,22,52514,,
15920804 0.000169709,60,6,40,125,0,8209,52514,22,,
15921911 0.000683299,182,6,168,64,128,6779,22,52514,,
15923171 0.000041635,102,6,88,64,48,6779,22,52514,,
15924279 0.000012551,150,6,136,64,96,6779,22,52514,,
15925312 0.000142174,60,6,40,125,0,8208,52514,22,,
15926440 0.000054983,60,6,40,125,0,8208,52514,22,,
15927619 0.000082107,150,6,136,125,96,8208,52514,22,,
19916228 0.000058983,102,6,88,64,48,6779,22,52514,,
19917526 0.000166859,150,6,136,125,96,8208,52514,22,,
19918812 0.000085349,102,6,88,64,48,6779,22,52514,,
19919890 0.000239500,60,6,40,125,0,8207,52514,22,,
19921004 0.351463714,118,6,104,64,64,2618,22,52679,,
19922355 0.051844900,60,6,40,125,0,8209,52679,22,,
19923483 0.408707529,83,,,,,,,,,
19924516 0.050494087,102,6,88,64,48,2618,22,52679,,
19925605 0.042803529,60,6,40,125,0,8209,52679,22,,
19926976 0.095450754,198,6,184,64,144,6779,22,52514,,
19928080 0.000695865,230,6,216,64,176,6779,22,52514,,
19929160 0.000240098,60,6,40,125,0,8212,52514,22,,
19930335 0.000588579,150,6,136,64,96,6779,22,52514,,
19931674 0.000031998,166,6,152,64,112,6779,22,52514,,
19932771 0.000124843,102,6,88,64,48,6779,22,52514,,
19933803 0.000100478,60,6,40,125,0,8211,52514,22,,
19935057 0.001297089,230,6,216,64,176,6779,22,52514,,
19936263 0.000039400,150,6,136,64,96,6779,22,52514,,
19937314 0.000229109,60,6,40,125,0,8210,52514,22,,
19938356 0.000466657,182,6,168,64,128,6779,22,52514,,
19939725 0.000069031,150,6,136,64,96,6779,22,52514,,
19940901 0.000023388,102,6,88,64,48,6779,22,52514,,
19941880 0.000113820,60,6,40,125,0,8209,52514,22,,
19942828 0.000069353,60,6,40,125,0,8209,52514,22,,
19944156 0.370337403,102,6,88,64,48,2618,22,52679,,
19945221 0.041950525,60,6,40,125,0,8208,52679,22,,
19946184 0.383393285,83,,,,,,,,,
19947193 0.085855939,118,6,104,64,64,2618,22,52679,,
19948479 0.044911633,60,6,40,125,0,8208,52679,22,,
19949560 0.075265157,198,6,184,64,144,6779,22,52514,,
19950535 0.000662727,230,6,216,64,176,6779,22,52514,,
19951470 0.000237838,60,6,40,125,0,8208,52514,22,,
19952695 0.000497370,150,6,136,64,96,6779,22,52514,,
19953894 0.000036828,166,6,152,64,112,6779,22,52514,,
19954898 0.000185901,60,6,40,125,0,8207,52514,22,,
19956035 0.000003860,102,6,88,64,48,6779,22,52514,,
19957340 0.001176487,134,6,120,64,80,6779,22,52514,,
19958421 0.000043619,134,6,120,64,80,6779,22,52514,,
19959417 0.000112213,150,6,136,64,96,6779,22,52514,,
19960373 0.000101316,60,6,40,125,0,8206,52514,22,,
19961645 0.000086560,60,6,40,125,0,8212,52514,22,,
19962687 0.000660193,182,6,168,64,128,6779,22,52514,,
19963650 0.000137870,150,6,136,125,96,8212,52514,22,,
19964785 0.000043416,166,6,152,64,112,6779,22,52514,,
19965982 0.000031423,102,6,88,64,48,6779,22,52514,,
19967045 0.000119070,150,6,136,125,96,8212,52514,22,,
19968080 0.000039669,102,6,88,64,48,6779,22,52514,,
19969108 0.000014270,60,6,40,125,0,8211,52514,22,,
19970219 0.041428031,60,6,40,125,0,8211,52514,22,,
19971304 0.347158370,102,6,88,64,48,2618,22,52679,,
19972286 0.042812104,60,6,40,125,0,8208,52679,22,,
19973366 0.347917621,83,,,,,,,,,
19974528 0.093512943,66,6,52,64,0,3120,1003,2049,,
19975634 0.000213302,66,6,52,64,0,3081,2049,1003,,
19976697 0.026575610,102,6,88,64,48,2618,22,52679,,
19977656 0.044065153,60,6,40,125,0,8208,52679,22,,
19978762 0.057630961,198,6,184,64,144,6779,22,52514,,
19980019 0.000645268,182,6,168,64,128,6779,22,52514,,
19981118 0.000044212,118,6,104,64,64,6779,22,52514,,
19982078 0.000245293,60,6,40,125,0,8209,52514,22,,
19983232 0.000415395,150,6,136,64,96,6779,22,52514,,
19984294 0.000021734,166,6,152,64,112,6779,22,52514,,
19985287 0.000123917,102,6,88,64,48,6779,22,52514,,
19986234 0.000093509,60,6,40,125,0,8209,52514,22,,
19987398 0.000085139,60,6,40,125,0,8208,52514,22,,
19988463 0.001103287,150,6,136,64,96,6779,22,52514,,
19989476 0.000037554,134,6,120,64,80,6779,22,52514,,
19990422 0.000033110,150,6,136,64,96,6779,22,52514,,
19991518 0.000189289,60,6,40,125,0,8207,52514,22,,
19992647 0.000616025,182,6,168,64,128,6779,22,52514,,
19993728 0.000128003,150,6,136,64,96,6779,22,52514,,
19994696 0.000080033,60,6,40,125,0,8207,52514,22,,
19995718 0.043254708,60,6,40,125,0,8206,52514,22,,
19997067 0.363654871,102,6,88,64,48,2618,22,52679,,
19998130 0.044407780,60,6,40,125,0,8208,52679,22,,
19999154 0.314326950,83,,,,,,,,,
20000286 0.152984603,118,6,104,64,64,2618,22,52679,,
20001586 0.044795714,60,6,40,125,0,8207,52679,22,,
20002694 0.038168957,198,6,184,64,144,6779,22,52514,,
20003657 0.000694224,182,6,168,64,128,6779,22,52514,,
20004839 0.000036995,118,6,104,64,64,6779,22,52514,,
20005986 0.000239018,60,6,40,125,0,8212,52514,22,,
20007037 0.000569689,150,6,136,64,96,6779,22,52514,,
20008045 0.000028945,166,6,152,64,112,6779,22,52514,,
20009199 0.000053481,102,6,88,64,48,6779,22,52514,,
20010311 0.000158040,60,6,40,125,0,8211,52514,22,,
20011410 0.000073498,60,6,40,125,0,8211,52514,22,,
20012403 0.001099129,150,6,136,64,96,6779,22,52514,,
20013449 0.000034683,134,6,120,64,80,6779,22,52514,,
20014617 0.000010390,150,6,136,64,96,6779,22,52514,,
20015861 0.000237273,60,6,40,125,0,8210,52514,22,,
20016942 0.000659292,182,6,168,64,128,6779,22,52514,,
20018103 0.000038065,102,6,88,64,48,6779,22,52514,,
20019324 0.000022322,150,6,136,64,96,6779,22,52514,,
20020337 0.000078391,150,6,136,125,96,8210,52514,22,,
20021333 0.000066321,102,6,88,64,48,6779,22,52514,,
20022510 0.000008478,150,6,136,125,96,8209,52514,22,,
25036082 0.000058385,60,6,40,125,0,8209,52514,22,,
25037265 0.000005641,102,6,88,64,48,6779,22,52514,,
25038509 0.000160905,60,6,40,125,0,8209,52514,22,,
25039838 0.425138465,102,6,88,64,48,2618,22,52679,,
25041053 0.045874008,60,6,40,125,0,8207,52679,22,,
25042108 0.277311782,83,,,,,,,,,
25043380 0.188285740,102,6,88,64,48,2618,22,52679,,
25044515 0.045739334,60,6,40,125,0,8207,52679,22,,
25045580 0.018788921,198,6,184,64,144,6779,22,52514,,
25046545 0.000637347,230,6,216,64,176,6779,22,52514,,
25047774 0.000246426,60,6,40,125,0,8207,52514,22,,
25048978 0.000732473,150,6,136,64,96,6779,22,52514,,
25050092 0.000056560,166,6,152,64,112,6779,22,52514,,
25051204 0.000036344,102,6,88,64,48,6779,22,52514,,
25052445 0.000167406,60,6,40,125,0,8206,52514,22,,
25053657 0.001259905,150,6,136,64,96,6779,22,52514,,
25054739 0.000059531,198,6,184,64,144,6779,22,52514,,
25055740 0.000171263,60,6,40,125,0,8212,52514,22,,
25056889 0.000448523,182,6,168,64,128,6779,22,52514,,
25058000 0.000074976,166,6,152,64,112,6779,22,52514,,
25059008 0.000024995,118,6,104,64,64,6779,22,52514,,
25060130 0.000116604,60,6,40,125,0,8211,52514,22,,
25061429 0.000157502,60,6,40,125,0,8210,52514,22,,
25062485 0.443497834,102,6,88,64,48,2618,22,52679,,
25063501 0.044654569,60,6,40,125,0,8207,52679,22,,
25064517 0.244267015,83,,,,,,,,,
25065856 0.222746487,102,6,88,64,48,2618,22,52679,,
25066950 0.044804227,60,6,40,125,0,8207,52679,22,,
25068090 0.001235219,198,6,184,64,144,6779,22,52514,,
25069204 0.000852737,230,6,216,64,176,6779,22,52514,,
25070452 0.000266501,60,6,40,125,0,8209,52514,22,,
25071498 0.000658687,150,6,136,64,96,6779,22,52514,,
25072649 0.000037983,166,6,152,64,112,6779,22,52514,,
25073699 0.000082177,102,6,88,64,48,6779,22,52514,,
25074878 0.000123825,60,6,40,125,0,8208,52514,22,,
25076039 0.001101168,230,6,216,64,176,6779,22,52514,,
25077121 0.000032819,102,6,88,64,48,6779,22,52514,,
25078213 0.000052697,102,6,88,64,48,6779,22,52514,,
25079441 0.000183938,60,6,40,125,0,8207,52514,22,,
25080414 0.000000155,60,6,40,125,0,8207,52514,22,,
25081488 0.000430551,182,6,168,64,128,6779,22,52514,,
25082540 0.000067963,150,6,136,64,96,6779,22,52514,,
25083729 0.000188007,60,6,40,125,0,8212,52514,22,,
25084760 0.000282697,246,6,232,125,192,8212,52514,22,,
25085816 0.000081593,150,6,136,64,96,6779,22,52514,,
25086893 0.054351539,60,6,40,125,0,8212,52514,22,,
25088123 0.407701070,102,6,88,64,48,2618,22,52679,,
25089118 0.042028719,60,,,,,,,,,
25090084 0.003268336,60,6,40,125,0,8206,52679,22,,
25091140 0.210961079,83,,,,,,,,,
25092470 0.255208672,102,6,88,64,48,2618,22,52679,,
25093516 0.027432179,198,6,184,64,144,6779,22,52514,,
25094491 0.000869546,230,6,216,64,176,6779,22,52514,,
25095580 0.000269608,60,6,40,125,0,8210,52514,22,,
